Rep,Oxygen,Treatment
9005,7.068576,Mangrove
9006,7.088896,Mangrove
9007,7.100768,Mangrove
9008,7.129536,Mangrove
9009,7.129568,Mangrove
9010,7.122912,Mangrove
9011,7.124,Mangrove
9012,7.137856,Mangrove
9013,7.12096,Mangrove
9014,7.113984,Mangrove
9015,7.159328,Mangrove
9016,7.135264,Mangrove
9017,7.150656,Mangrove
9018,7.142944,Mangrove
9019,7.150592,Mangrove
9020,7.153952,Mangrove
9021,7.148864,Mangrove
9022,7.15376,Mangrove
9023,7.17232,Mangrove
9024,7.177984,Mangrove
9025,7.181216,Mangrove
9026,7.177088,Mangrove
9027,7.189664,Mangrove
9028,7.198496,Mangrove
9029,7.223232,Mangrove
9030,7.223264,Mangrove
9031,7.220448,Mangrove
9032,7.249568,Mangrove
9033,7.258624,Mangrove
9034,7.256544,Mangrove
9035,7.300128,Mangrove
9036,7.315744,Mangrove
9037,7.307584,Mangrove
9038,7.324608,Mangrove
9039,7.361728,Mangrove
9040,7.357248,Mangrove
9041,7.36848,Mangrove
9042,7.359712,Mangrove
9043,7.378208,Mangrove
9044,7.379424,Mangrove
9045,7.382784,Mangrove
9046,7.399136,Mangrove
9047,7.393344,Mangrove
9048,7.3824,Mangrove
9049,7.413984,Mangrove
9050,7.402016,Mangrove
9051,7.42224,Mangrove
9052,7.41872,Mangrove
9053,7.430208,Mangrove
9054,7.417184,Mangrove
9055,7.405216,Mangrove
9056,7.405952,Mangrove
9057,7.4136,Mangrove
9058,7.417696,Mangrove
9059,7.426944,Mangrove
9060,7.457984,Mangrove
9061,7.447392,Mangrove
9062,7.428736,Mangrove
9063,7.430496,Mangrove
9064,7.46304,Mangrove
9065,7.429952,Mangrove
9066,7.449216,Mangrove
9067,7.45968,Mangrove
9068,7.439392,Mangrove
9069,7.46768,Mangrove
9070,7.453216,Mangrove
9071,7.459712,Mangrove
9072,7.476384,Mangrove
9073,7.492384,Mangrove
9074,7.47296,Mangrove
9075,7.474752,Mangrove
9076,7.494432,Mangrove
9077,7.486752,Mangrove
9078,7.4736,Mangrove
9079,7.45072,Mangrove
9080,7.45824,Mangrove
9081,7.47744,Mangrove
9082,7.490912,Mangrove
9083,7.474784,Mangrove
9084,7.493536,Mangrove
9085,7.503232,Mangrove
9086,7.511104,Mangrove
9087,7.510656,Mangrove
9088,7.493984,Mangrove
9089,7.494752,Mangrove
9090,7.526592,Mangrove
9091,7.5208,Mangrove
9092,7.50272,Mangrove
9093,7.517056,Mangrove
9094,7.424864,Mangrove
9095,7.523584,Mangrove
9096,7.531648,Mangrove
9097,7.529088,Mangrove
9098,7.522976,Mangrove
9099,7.534912,Mangrove
9100,7.546848,Mangrove
9101,7.539552,Mangrove
9102,7.55408,Mangrove
9103,7.544608,Mangrove
9104,7.543552,Mangrove
9105,7.570368,Mangrove
9106,7.578624,Mangrove
9107,7.568832,Mangrove
9108,7.54288,Mangrove
9109,7.546624,Mangrove
9110,7.543808,Mangrove
9111,7.572896,Mangrove
9112,7.578048,Mangrove
9113,7.58768,Mangrove
9114,7.558848,Mangrove
9115,7.553408,Mangrove
9116,7.572768,Mangrove
9117,7.584352,Mangrove
9118,7.549856,Mangrove
9119,7.56512,Mangrove
9120,7.561792,Mangrove
9121,7.548992,Mangrove
9122,7.54096,Mangrove
9123,7.572096,Mangrove
9124,7.583264,Mangrove
9125,7.593632,Mangrove
9126,7.59408,Mangrove
9127,7.575264,Mangrove
9128,7.577664,Mangrove
9129,7.58384,Mangrove
9130,7.583104,Mangrove
9131,7.600576,Mangrove
9132,7.588512,Mangrove
9133,7.592736,Mangrove
9134,7.585504,Mangrove
9135,7.586272,Mangrove
9136,7.596064,Mangrove
9137,7.599072,Mangrove
9138,7.590208,Mangrove
9139,7.613984,Mangrove
9140,7.61792,Mangrove
9141,7.5912,Mangrove
9142,7.599968,Mangrove
9143,7.602336,Mangrove
9144,7.620352,Mangrove
9145,7.61536,Mangrove
9146,7.605056,Mangrove
9147,7.613184,Mangrove
9148,7.607424,Mangrove
9149,7.632096,Mangrove
9150,7.623552,Mangrove
9151,7.645376,Mangrove
9152,7.631392,Mangrove
9153,7.634112,Mangrove
9154,7.626208,Mangrove
9155,7.63184,Mangrove
9156,7.642848,Mangrove
9157,7.637536,Mangrove
9158,7.636736,Mangrove
9159,7.632032,Mangrove
9160,7.61776,Mangrove
9161,7.625056,Mangrove
9162,7.624128,Mangrove
9163,7.630208,Mangrove
9164,7.63792,Mangrove
9165,7.628384,Mangrove
9166,7.654336,Mangrove
9167,7.818656,Mangrove
9168,7.865184,Mangrove
9169,7.835264,Mangrove
9170,7.874176,Mangrove
9171,7.844224,Mangrove
9172,7.866848,Mangrove
9173,7.830816,Mangrove
9174,7.872256,Mangrove
9175,7.854176,Mangrove
9176,7.864896,Mangrove
9177,7.833632,Mangrove
1,8.158496,Reef
2,8.377184,Reef
3,10.267936,Reef
4,10.852608,Reef
5,10.843744,Reef
6,10.943488,Reef
7,10.956032,Reef
8,10.815936,Reef
9,11.030816,Reef
10,11.312928,Reef
11,10.840256,Reef
12,11.388832,Reef
13,11.187968,Reef
14,10.763552,Reef
15,10.768192,Reef
16,10.852064,Reef
17,11.013888,Reef
18,11.213312,Reef
19,11.024096,Reef
20,10.995648,Reef
21,10.979808,Reef
22,10.936448,Reef
23,10.920256,Reef
24,10.801152,Reef
25,10.56544,Reef
26,10.818848,Reef
27,10.206624,Reef
28,10.031744,Reef
29,10.520416,Reef
30,10.459872,Reef
31,10.601728,Reef
32,10.575328,Reef
33,10.641344,Reef
34,10.810688,Reef
35,10.569376,Reef
36,10.633536,Reef
37,11.033312,Reef
38,10.88,Reef
39,10.86576,Reef
40,10.962848,Reef
41,10.946912,Reef
42,10.983232,Reef
43,10.721888,Reef
44,10.822784,Reef
45,10.751968,Reef
46,10.610208,Reef
47,10.498912,Reef
48,10.465376,Reef
49,10.498752,Reef
50,10.53488,Reef
51,10.576512,Reef
52,10.618816,Reef
53,10.658528,Reef
54,10.703136,Reef
55,10.68304,Reef
56,10.616672,Reef
57,10.702624,Reef
58,10.265824,Reef
59,10.37536,Reef
60,10.325632,Reef
61,10.133088,Reef
62,10.326784,Reef
63,10.081728,Reef
64,10.170528,Reef
65,10.17824,Reef
66,10.120768,Reef
67,10.259264,Reef
68,10.165664,Reef
69,10.123328,Reef
70,10.137984,Reef
71,10.115232,Reef
72,10.203552,Reef
73,10.073472,Reef
74,10.230112,Reef
75,10.108992,Reef
76,9.83296,Reef
77,9.900576,Reef
78,9.80944,Reef
79,10.086656,Reef
80,9.864448,Reef
81,9.936768,Reef
82,9.946752,Reef
83,9.965376,Reef
84,10.0416,Reef
85,9.99232,Reef
86,10.020544,Reef
87,10.095008,Reef
88,10.039904,Reef
89,10.14848,Reef
90,9.866208,Reef
91,10.000288,Reef
92,10.001184,Reef
93,9.94816,Reef
94,9.905664,Reef
95,10.028544,Reef
96,10.08736,Reef
97,10.143232,Reef
98,10.159456,Reef
99,10.146912,Reef
100,10.172768,Reef
101,10.142208,Reef
102,10.101728,Reef
103,10.131328,Reef
104,10.289632,Reef
105,10.31104,Reef
106,10.2888,Reef
107,10.205216,Reef
108,10.187936,Reef
109,10.253408,Reef
110,10.270848,Reef
111,10.235712,Reef
112,10.156608,Reef
113,10.164832,Reef
114,10.1568,Reef
115,10.255712,Reef
116,10.216704,Reef
117,10.126496,Reef
118,10.272832,Reef
119,10.295104,Reef
120,10.287776,Reef
121,10.25664,Reef
122,10.241248,Reef
123,10.226368,Reef
124,10.216096,Reef
125,10.23968,Reef
126,10.315584,Reef
127,10.34864,Reef
128,10.392032,Reef
129,10.40448,Reef
130,10.386528,Reef
131,10.464224,Reef
132,10.506656,Reef
133,10.496544,Reef
134,10.515648,Reef
135,10.29344,Reef
136,10.320192,Reef
137,10.069824,Reef
138,9.816416,Reef
139,9.90864,Reef
140,10.098368,Reef
141,10.036128,Reef
142,9.819552,Reef
143,9.940672,Reef
144,9.793472,Reef
145,9.887264,Reef
146,9.606336,Reef
147,9.985408,Reef
148,10.005376,Reef
149,10.095296,Reef
150,10.02992,Reef
151,9.965728,Reef
152,9.65456,Reef
153,9.749568,Reef
154,9.810112,Reef
155,9.726464,Reef
156,9.824096,Reef
157,9.755648,Reef
158,9.850784,Reef
159,9.748768,Reef
160,9.799616,Reef
161,9.898912,Reef
162,9.804224,Reef
163,9.857664,Reef
164,9.83056,Reef
165,9.94448,Reef
166,9.921504,Reef
167,9.91632,Reef
168,9.928896,Reef
169,9.911232,Reef
170,10.001152,Reef
171,10.067776,Reef
172,10.07184,Reef
173,10.160096,Reef
174,9.84656,Reef
175,9.859232,Reef
176,10.058336,Reef
177,10.075936,Reef
178,9.967872,Reef
179,9.890688,Reef
180,9.861248,Reef
181,9.92128,Reef
182,9.813472,Reef
183,9.765056,Reef
184,9.737088,Reef
185,9.75104,Reef
186,9.7112,Reef
187,9.761312,Reef
188,9.772512,Reef
189,9.823712,Reef
190,9.729536,Reef
191,9.792256,Reef
192,9.820832,Reef
193,9.716864,Reef
194,9.728352,Reef
195,9.8344,Reef
196,9.752448,Reef
197,9.675136,Reef
198,9.57136,Reef
199,9.490272,Reef
200,9.642912,Reef
201,9.758656,Reef
202,9.72208,Reef
203,9.58304,Reef
204,9.699808,Reef
205,9.638784,Reef
206,9.682368,Reef
207,9.689888,Reef
208,9.702464,Reef
209,9.762144,Reef
210,9.847552,Reef
211,9.61136,Reef
212,9.613248,Reef
213,9.44336,Reef
214,9.428928,Reef
215,9.540352,Reef
216,9.541536,Reef
217,9.563616,Reef
218,9.4912,Reef
219,9.533408,Reef
220,9.547648,Reef
221,9.501184,Reef
222,9.560608,Reef
223,9.685344,Reef
224,9.599104,Reef
225,9.678784,Reef
226,9.649792,Reef
227,9.59232,Reef
228,9.624064,Reef
229,9.710752,Reef
230,9.638304,Reef
231,9.679744,Reef
232,9.680672,Reef
233,9.727648,Reef
234,9.721504,Reef
235,9.695232,Reef
236,9.741024,Reef
237,9.750208,Reef
238,9.792896,Reef
239,9.847232,Reef
240,9.827392,Reef
241,9.814176,Reef
242,10.007936,Reef
243,9.946496,Reef
244,9.933024,Reef
245,9.872928,Reef
246,9.704096,Reef
247,9.730016,Reef
248,9.75456,Reef
249,9.788352,Reef
250,9.784928,Reef
251,9.803008,Reef
252,9.794656,Reef
253,9.718272,Reef
254,9.652352,Reef
255,9.848384,Reef
256,9.84528,Reef
257,9.827232,Reef
258,9.870016,Reef
259,9.810624,Reef
260,9.798848,Reef
261,9.715008,Reef
262,9.697792,Reef
263,9.686656,Reef
264,9.733024,Reef
265,9.674752,Reef
266,9.715392,Reef
267,9.582976,Reef
268,9.559296,Reef
269,9.534368,Reef
270,9.638784,Reef
271,9.704928,Reef
272,9.638208,Reef
273,9.686752,Reef
274,9.66176,Reef
275,9.710624,Reef
276,9.613696,Reef
277,9.490496,Reef
278,9.566624,Reef
279,9.607488,Reef
280,9.444544,Reef
281,9.613024,Reef
282,9.663264,Reef
283,9.601024,Reef
284,9.495232,Reef
285,9.68896,Reef
286,9.750944,Reef
287,9.61568,Reef
288,9.74128,Reef
289,9.589216,Reef
290,9.574752,Reef
291,9.643936,Reef
292,9.541312,Reef
293,9.435008,Reef
294,9.458528,Reef
295,9.529056,Reef
296,9.45216,Reef
297,9.503904,Reef
298,9.509856,Reef
299,9.501312,Reef
300,9.50176,Reef
301,9.551136,Reef
302,9.494496,Reef
303,9.42912,Reef
304,9.52768,Reef
305,9.408576,Reef
306,9.467264,Reef
307,9.419744,Reef
308,9.514272,Reef
309,9.526976,Reef
310,9.432192,Reef
311,9.53504,Reef
312,9.488384,Reef
313,9.306816,Reef
314,9.31664,Reef
315,9.370336,Reef
316,9.480672,Reef
317,9.45408,Reef
318,9.467008,Reef
319,9.462688,Reef
320,9.537504,Reef
321,9.457696,Reef
322,9.544864,Reef
323,9.549312,Reef
324,9.59312,Reef
325,9.62272,Reef
326,9.60064,Reef
327,9.637184,Reef
328,9.646208,Reef
329,9.644384,Reef
330,9.733248,Reef
331,9.517536,Reef
332,9.473152,Reef
333,9.725568,Reef
334,9.692832,Reef
335,9.403232,Reef
336,9.564032,Reef
337,9.556704,Reef
338,9.43376,Reef
339,9.331168,Reef
340,9.513792,Reef
341,9.532352,Reef
342,9.391808,Reef
343,9.497216,Reef
344,9.595904,Reef
345,9.53056,Reef
346,9.503936,Reef
347,9.546272,Reef
348,9.561344,Reef
349,9.527808,Reef
350,9.547584,Reef
351,9.490496,Reef
352,9.500768,Reef
353,9.51392,Reef
354,9.556192,Reef
355,9.516384,Reef
356,9.349024,Reef
357,9.441312,Reef
358,9.437536,Reef
359,9.490784,Reef
360,9.476832,Reef
361,9.479424,Reef
362,9.43536,Reef
363,9.44464,Reef
364,9.437792,Reef
365,9.45424,Reef
366,9.422592,Reef
367,9.462016,Reef
368,9.367424,Reef
369,9.405952,Reef
370,9.296544,Reef
371,9.328448,Reef
372,9.35472,Reef
373,9.367168,Reef
374,9.371872,Reef
375,9.397152,Reef
376,9.349344,Reef
377,9.313312,Reef
378,9.29152,Reef
379,9.307456,Reef
380,9.203328,Reef
381,9.20592,Reef
382,9.315456,Reef
383,9.165248,Reef
384,9.168768,Reef
385,9.168032,Reef
386,9.084736,Reef
387,9.158336,Reef
388,9.19376,Reef
389,9.20928,Reef
390,9.207104,Reef
391,9.202528,Reef
392,9.21072,Reef
393,9.154208,Reef
394,9.175936,Reef
395,9.20128,Reef
396,9.21264,Reef
397,9.13408,Reef
398,9.139424,Reef
399,9.137472,Reef
400,9.143808,Reef
401,9.100224,Reef
402,9.105312,Reef
403,9.101216,Reef
404,9.079712,Reef
405,9.111808,Reef
406,9.0592,Reef
407,9.037408,Reef
408,9.014912,Reef
409,9.003712,Reef
410,8.99504,Reef
411,8.99344,Reef
412,8.961344,Reef
413,8.899072,Reef
414,8.894816,Reef
415,8.911008,Reef
416,8.900384,Reef
417,8.8552,Reef
418,8.867488,Reef
419,8.864672,Reef
420,8.84224,Reef
421,8.863008,Reef
422,8.838656,Reef
423,8.851264,Reef
424,8.837152,Reef
425,8.836992,Reef
426,8.850048,Reef
427,8.822912,Reef
428,8.772704,Reef
429,8.775904,Reef
430,8.797984,Reef
431,8.798176,Reef
432,8.75936,Reef
433,8.817312,Reef
434,8.777408,Reef
435,8.788096,Reef
436,8.774496,Reef
437,8.7304,Reef
438,8.769056,Reef
439,8.75344,Reef
440,8.692512,Reef
441,8.680352,Reef
442,8.679264,Reef
443,8.696576,Reef
444,8.714912,Reef
445,8.649568,Reef
446,8.686496,Reef
447,8.656736,Reef
448,8.686144,Reef
449,8.58848,Reef
450,8.64448,Reef
451,8.585248,Reef
452,8.64464,Reef
453,8.64944,Reef
454,8.5592,Reef
455,8.533376,Reef
456,8.625696,Reef
457,8.491072,Reef
458,8.549472,Reef
459,8.540256,Reef
460,8.52496,Reef
461,8.564992,Reef
462,8.445408,Reef
463,8.51024,Reef
464,8.517952,Reef
465,8.432864,Reef
466,8.484992,Reef
467,8.405248,Reef
468,8.373536,Reef
469,8.417088,Reef
470,8.442784,Reef
471,8.404544,Reef
472,8.398208,Reef
473,8.431808,Reef
474,8.383072,Reef
475,8.365344,Reef
476,8.273504,Reef
477,8.416032,Reef
478,8.436224,Reef
479,8.351104,Reef
480,8.318496,Reef
481,8.351296,Reef
482,8.314272,Reef
483,8.304384,Reef
484,8.381664,Reef
485,8.304896,Reef
486,8.1888,Reef
487,8.27056,Reef
488,8.22304,Reef
489,8.22064,Reef
490,8.184704,Reef
491,8.168,Reef
492,8.160512,Reef
493,8.161024,Reef
494,8.129504,Reef
495,8.116128,Reef
496,8.054336,Reef
497,8.042144,Reef
498,8.032992,Reef
499,8.04528,Reef
500,7.953184,Reef
501,8.047712,Reef
502,8.141888,Reef
503,7.983616,Reef
504,7.9904,Reef
505,7.948064,Reef
506,7.898016,Reef
507,7.916288,Reef
508,7.94672,Reef
509,7.91248,Reef
510,7.92768,Reef
511,7.916096,Reef
512,7.9472,Reef
513,7.95328,Reef
514,7.87584,Reef
515,7.84896,Reef
516,7.899104,Reef
517,7.914272,Reef
518,7.78688,Reef
519,7.83024,Reef
520,7.860928,Reef
521,7.795712,Reef
522,7.833472,Reef
523,7.803552,Reef
524,7.77664,Reef
525,7.723392,Reef
526,7.716416,Reef
527,7.812512,Reef
528,7.78768,Reef
529,7.741152,Reef
530,7.753376,Reef
531,7.769312,Reef
532,7.729408,Reef
533,7.737024,Reef
534,7.720224,Reef
535,7.739072,Reef
536,7.685664,Reef
537,7.891072,Reef
538,7.804928,Reef
539,7.750784,Reef
540,7.706304,Reef
541,7.749696,Reef
542,7.687232,Reef
543,7.664288,Reef
544,7.644736,Reef
545,7.639872,Reef
546,7.76832,Reef
547,7.699648,Reef
548,7.636128,Reef
549,7.565408,Reef
550,7.64112,Reef
551,7.612,Reef
552,7.581152,Reef
553,7.565856,Reef
554,7.54032,Reef
555,7.72272,Reef
556,7.602208,Reef
557,7.497504,Reef
558,7.43488,Reef
559,7.454048,Reef
560,7.410624,Reef
561,7.469376,Reef
562,7.492768,Reef
563,7.412128,Reef
564,7.411552,Reef
565,7.387712,Reef
566,7.446656,Reef
567,7.390848,Reef
568,7.579456,Reef
569,7.432,Reef
570,7.477408,Reef
571,7.522848,Reef
572,7.49872,Reef
573,7.407936,Reef
574,7.339136,Reef
575,7.341056,Reef
576,7.278912,Reef
577,7.486688,Reef
578,7.446784,Reef
579,7.323424,Reef
580,7.332,Reef
581,7.392032,Reef
582,7.41952,Reef
583,7.3464,Reef
584,7.183232,Reef
585,7.184512,Reef
586,7.155264,Reef
587,7.156416,Reef
588,7.185536,Reef
589,7.335584,Reef
590,7.126048,Reef
591,7.48928,Reef
592,7.321824,Reef
593,7.489728,Reef
594,7.530208,Reef
595,7.429312,Reef
596,7.38624,Reef
597,7.439136,Reef
598,7.470912,Reef
599,7.550304,Reef
600,7.498272,Reef
601,7.436704,Reef
602,7.338432,Reef
603,7.400608,Reef
604,7.645152,Reef
605,7.617728,Reef
606,7.469984,Reef
607,7.406496,Reef
608,7.517216,Reef
609,7.370016,Reef
610,7.545248,Reef
611,7.511264,Reef
612,7.426944,Reef
613,7.40064,Reef
614,7.37344,Reef
615,7.368224,Reef
616,7.332096,Reef
617,7.36256,Reef
618,7.353184,Reef
619,7.416864,Reef
620,7.27392,Reef
621,7.30816,Reef
622,7.377792,Reef
623,7.402912,Reef
624,7.458048,Reef
625,7.419296,Reef
626,7.375552,Reef
627,7.363168,Reef
628,7.345632,Reef
629,7.407424,Reef
630,7.277888,Reef
631,7.240128,Reef
632,7.202528,Reef
633,7.198016,Reef
634,7.200064,Reef
635,7.137632,Reef
636,7.087872,Reef
637,7.229024,Reef
638,7.164192,Reef
639,7.135488,Reef
640,7.17024,Reef
641,7.096096,Reef
642,7.10736,Reef
643,7.071552,Reef
644,7.064896,Reef
645,7.104928,Reef
646,7.066048,Reef
647,7.12848,Reef
648,7.037984,Reef
649,6.977664,Reef
650,6.971936,Reef
651,6.957376,Reef
652,6.84096,Reef
653,6.738144,Reef
654,6.806432,Reef
655,6.856992,Reef
656,6.804512,Reef
657,6.725056,Reef
658,6.665952,Reef
659,6.632768,Reef
660,6.6312,Reef
661,6.602304,Reef
662,6.594752,Reef
663,6.532288,Reef
664,6.507232,Reef
665,6.547904,Reef
666,6.499744,Reef
667,6.479744,Reef
668,6.491072,Reef
669,6.475552,Reef
670,6.508288,Reef
671,6.493856,Reef
672,6.492032,Reef
673,6.454592,Reef
674,6.413888,Reef
675,6.408352,Reef
676,6.345568,Reef
677,6.402304,Reef
678,6.38016,Reef
679,6.418208,Reef
680,6.397408,Reef
681,6.366368,Reef
682,6.382944,Reef
683,6.352,Reef
684,6.506688,Reef
685,6.451104,Reef
686,6.434656,Reef
687,6.4304,Reef
688,6.39952,Reef
689,6.37856,Reef
690,6.333312,Reef
691,6.354848,Reef
692,6.307264,Reef
693,6.219648,Reef
694,6.299712,Reef
695,6.239136,Reef
696,6.261792,Reef
697,6.307808,Reef
698,6.285216,Reef
699,6.273152,Reef
700,6.249568,Reef
701,6.155456,Reef
702,6.290944,Reef
703,6.356352,Reef
704,6.408448,Reef
705,6.266912,Reef
706,6.360576,Reef
707,6.335712,Reef
708,6.32496,Reef
709,6.29936,Reef
710,6.469152,Reef
711,6.263328,Reef
712,6.295456,Reef
713,6.383072,Reef
714,6.415584,Reef
715,6.500224,Reef
716,6.45616,Reef
717,6.407584,Reef
718,6.35648,Reef
719,6.318656,Reef
720,6.451104,Reef
721,6.41312,Reef
722,6.384608,Reef
723,6.334112,Reef
724,6.415008,Reef
725,6.366944,Reef
726,6.400096,Reef
727,6.368448,Reef
728,6.3784,Reef
729,6.388864,Reef
730,6.404096,Reef
731,6.331488,Reef
732,6.408384,Reef
733,6.416672,Reef
734,6.427712,Reef
735,6.459712,Reef
736,6.39984,Reef
737,6.367552,Reef
738,6.395104,Reef
739,6.373376,Reef
740,6.49552,Reef
741,6.558272,Reef
742,6.532032,Reef
743,6.464128,Reef
744,6.48416,Reef
745,6.46272,Reef
746,6.486976,Reef
747,6.574912,Reef
748,6.519104,Reef
749,6.539968,Reef
750,6.512928,Reef
751,6.397664,Reef
752,6.502976,Reef
753,6.450912,Reef
754,6.619904,Reef
755,6.64512,Reef
756,6.56528,Reef
757,6.572512,Reef
758,6.575616,Reef
759,6.661376,Reef
760,6.634752,Reef
761,6.682816,Reef
762,6.587616,Reef
763,6.60736,Reef
764,6.63328,Reef
765,6.588416,Reef
766,6.52784,Reef
767,6.606176,Reef
768,6.543488,Reef
769,6.5704,Reef
770,6.585152,Reef
771,6.576992,Reef
772,6.577888,Reef
773,6.642592,Reef
774,6.648608,Reef
775,6.622464,Reef
776,6.681088,Reef
777,6.651232,Reef
778,6.717728,Reef
779,6.711488,Reef
780,6.646656,Reef
781,6.64192,Reef
782,6.574272,Reef
783,6.615168,Reef
784,6.554656,Reef
785,6.63984,Reef
786,6.685536,Reef
787,6.695744,Reef
788,6.708832,Reef
789,6.708064,Reef
790,6.665792,Reef
791,6.627264,Reef
792,6.679872,Reef
793,6.652128,Reef
794,6.633152,Reef
795,6.604736,Reef
796,6.623616,Reef
797,6.58528,Reef
798,6.559936,Reef
799,6.542208,Reef
800,6.737824,Reef
801,6.695872,Reef
802,6.654912,Reef
803,6.83392,Reef
804,6.796352,Reef
805,6.752768,Reef
806,6.756768,Reef
807,6.747008,Reef
808,6.762656,Reef
809,6.735936,Reef
810,6.718944,Reef
811,6.712832,Reef
812,6.674496,Reef
813,6.641536,Reef
814,6.63344,Reef
815,6.65584,Reef
816,6.694944,Reef
817,6.63488,Reef
818,6.672288,Reef
819,6.675712,Reef
820,6.762272,Reef
821,6.69008,Reef
822,6.711104,Reef
823,6.672544,Reef
824,6.636064,Reef
825,6.722144,Reef
826,6.735712,Reef
827,6.741856,Reef
828,6.78992,Reef
829,6.7448,Reef
830,6.723072,Reef
831,6.696576,Reef
832,6.684032,Reef
833,6.64368,Reef
834,6.69408,Reef
835,6.658112,Reef
836,6.723488,Reef
837,6.72032,Reef
838,6.697792,Reef
839,6.715392,Reef
840,6.690528,Reef
841,6.661824,Reef
842,6.652608,Reef
843,6.744256,Reef
844,6.688288,Reef
845,6.65984,Reef
846,6.690656,Reef
847,6.740032,Reef
848,6.7344,Reef
849,6.681824,Reef
850,6.71184,Reef
851,6.702688,Reef
852,6.697024,Reef
853,6.653152,Reef
854,6.719424,Reef
855,6.647264,Reef
856,6.591072,Reef
857,6.61344,Reef
858,6.613568,Reef
859,6.622016,Reef
860,6.743264,Reef
861,6.694688,Reef
862,6.666592,Reef
863,6.783584,Reef
864,6.7368,Reef
865,6.769376,Reef
866,6.681504,Reef
867,6.693568,Reef
868,6.683104,Reef
869,6.682304,Reef
870,6.660864,Reef
871,6.648416,Reef
872,6.695808,Reef
873,6.714208,Reef
874,6.63296,Reef
875,6.60976,Reef
876,6.589888,Reef
877,6.614208,Reef
878,6.774944,Reef
879,6.777376,Reef
880,6.704064,Reef
881,6.684928,Reef
882,6.739008,Reef
883,6.68256,Reef
884,6.757728,Reef
885,6.775936,Reef
886,6.719488,Reef
887,6.889952,Reef
888,6.768576,Reef
889,6.785888,Reef
890,6.76592,Reef
891,6.730816,Reef
892,6.710656,Reef
893,6.78576,Reef
894,6.856928,Reef
895,6.782976,Reef
896,6.823968,Reef
897,6.798048,Reef
898,6.890944,Reef
899,6.854496,Reef
900,6.861472,Reef
901,6.878368,Reef
902,6.835744,Reef
903,6.840768,Reef
904,6.846912,Reef
905,6.860224,Reef
906,6.791488,Reef
907,6.819936,Reef
908,6.79984,Reef
909,6.807904,Reef
910,6.78704,Reef
911,6.834848,Reef
912,6.8544,Reef
913,6.881696,Reef
914,6.877312,Reef
915,6.887968,Reef
916,6.86064,Reef
917,6.858752,Reef
918,6.826976,Reef
919,6.818176,Reef
920,6.805632,Reef
921,6.849504,Reef
922,6.795008,Reef
923,6.819808,Reef
924,6.793792,Reef
925,6.803904,Reef
926,6.702656,Reef
927,6.794848,Reef
928,6.807936,Reef
929,6.769504,Reef
930,6.750912,Reef
931,6.712064,Reef
932,6.691584,Reef
933,6.805536,Reef
934,6.781184,Reef
935,6.799072,Reef
936,6.790208,Reef
937,6.846144,Reef
938,6.794784,Reef
939,6.831232,Reef
940,6.790208,Reef
941,6.815264,Reef
942,6.81216,Reef
943,6.789792,Reef
944,6.766176,Reef
945,6.762176,Reef
946,6.778528,Reef
947,6.767008,Reef
948,6.799648,Reef
949,6.783232,Reef
950,6.772768,Reef
951,6.706048,Reef
952,6.74576,Reef
953,6.731648,Reef
954,6.81248,Reef
955,6.693504,Reef
956,6.794176,Reef
957,6.814912,Reef
958,6.872096,Reef
959,6.842144,Reef
960,6.866368,Reef
961,6.895872,Reef
962,6.828192,Reef
963,6.884256,Reef
964,6.83808,Reef
965,6.853024,Reef
966,6.848512,Reef
967,6.814112,Reef
968,6.856704,Reef
969,6.850016,Reef
970,6.8624,Reef
971,6.829664,Reef
972,6.804288,Reef
973,6.860256,Reef
974,6.870752,Reef
975,6.784672,Reef
976,6.84816,Reef
977,6.888832,Reef
978,6.891968,Reef
979,6.868992,Reef
980,6.899904,Reef
981,6.843424,Reef
982,6.84288,Reef
983,6.900448,Reef
984,6.848992,Reef
985,6.78752,Reef
986,6.814976,Reef
987,6.855104,Reef
988,6.795968,Reef
989,6.792256,Reef
990,6.832064,Reef
991,6.837472,Reef
992,6.813664,Reef
993,6.804352,Reef
994,6.81328,Reef
995,6.85296,Reef
996,6.84128,Reef
997,6.8168,Reef
998,6.829504,Reef
999,6.821408,Reef
1000,6.831392,Reef
1001,6.825312,Reef
1002,6.819104,Reef
1003,6.80896,Reef
1004,6.78368,Reef
1005,6.82992,Reef
1006,6.855584,Reef
1007,6.855296,Reef
1008,6.864032,Reef
1009,6.839712,Reef
1010,6.878496,Reef
1011,6.868544,Reef
1012,6.890112,Reef
1013,6.827776,Reef
1014,6.836704,Reef
1015,6.81088,Reef
1016,6.800768,Reef
1017,6.8032,Reef
1018,6.7896,Reef
1019,6.860352,Reef
1020,6.785856,Reef
1021,6.794176,Reef
1022,6.811136,Reef
1023,6.769888,Reef
1024,6.776576,Reef
1025,6.779392,Reef
1026,6.787296,Reef
1027,6.842944,Reef
1028,6.819392,Reef
1029,6.88752,Reef
1030,6.862944,Reef
1031,6.85792,Reef
1032,6.88016,Reef
1033,6.837024,Reef
1034,6.88112,Reef
1035,6.853984,Reef
1036,6.890016,Reef
1037,6.87264,Reef
1038,6.910176,Reef
1039,6.905216,Reef
1040,6.853056,Reef
1041,6.905504,Reef
1042,6.889344,Reef
1043,6.866816,Reef
1044,6.89824,Reef
1045,6.886752,Reef
1046,6.878688,Reef
1047,6.883488,Reef
